,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price,car_tier
3579,2021-08-14,Pfeffer Group,Subaru,Legacy,2013,Red,69777,Budget
3580,2022-08-26,"Prohaska, Beier and Hilpert",Audi,A6,2020,Indigo,56460,Sports
3581,2018-06-01,Nitzsche-Auer,Dodge,Viper,2010,Fuscia,34829,Sports
3582,2020-03-24,Hirthe-Bartoletti,Ford,Explorer,2012,Khaki,88371,Luxury
3583,2021-09-29,Ortiz Inc,Ford,F150,2021,Turquoise,36939,Luxury
3584,2021-08-02,Ratke Inc,Ford,GT,2023,Yellow,37777,Economy
3585,2018-01-15,"DuBuque, Keebler and Lehner",Dodge,Dynasty,2023,Turquoise,87010,Luxury
3586,2021-06-22,Grimes-Schimmel,Mercedes-Benz,W201,2023,Turquoise,86106,Off-Road
3587,2020-11-26,Klein LLC,GMC,Envoy,2010,Khaki,83399,Budget
3588,2019-11-29,"Tromp, Greenholt and Sporer",Mazda,Tribute,2010,Violet,48155,Budget
3589,2019-06-22,Zemlak Inc,Land Rover,Discovery,2012,Green,55139,Economy
3590,2022-09-04,"Mohr, Heidenreich and Doyle",Oldsmobile,Ciera,2019,Turquoise,70993,Budget
3591,2022-11-12,Dickens LLC,Cadillac,STS,2014,Orange,35440,Luxury
3592,2019-08-12,Keeling LLC,Land Rover,Range Rover,2013,Blue,96758,Economy
3593,2022-12-18,Osinski-Haag,Acura,TL,2010,Mauv,52606,Sports
3594,2018-12-26,"Leffler, King and Boehm",Chevrolet,Tracker,2018,Pink,97135,Sports
3595,2022-12-20,"Pouros, Christiansen and Rempel",Chevrolet,Blazer,2023,Purple,28234,Luxury
3596,2021-09-12,Ernser-Lueilwitz,Ford,Focus,2020,Fuscia,26670,Luxury
3597,2022-08-16,Howe-Mohr,Dodge,Caravan,2013,Orange,43150,Luxury
3598,2021-12-15,Fisher Group,Lincoln,Town Car,2010,Maroon,72152,Sports
3599,2021-12-13,Hammes-Kutch,Kia,Sedona,2021,Khaki,78059,Sports
3600,2021-08-03,Hermiston Inc,Audi,Cabriolet,2011,Orange,33102,Luxury
3601,2021-07-11,"Nolan, McLaughlin and Jast",Chevrolet,Corvair 500,2022,Maroon,59074,Off-Road
3602,2021-06-26,Kemmer-Kuhlman,Subaru,Impreza,2018,Crimson,99920,Budget
3603,2022-05-22,Funk Inc,Buick,Terraza,2022,Blue,70152,Luxury
3604,2018-09-16,"McClure, Yost and Koepp",Infiniti,Q,2022,Puce,38691,Luxury
3605,2020-06-11,Mante Group,Lexus,RX,2010,Indigo,12052,Economy
3606,2019-03-12,Reynolds Group,Mitsubishi,Eclipse,2022,Violet,54136,Sports
3607,2018-07-02,"Gusikowski, Wolf and Miller",Pontiac,Firefly,2013,Blue,55749,Budget
3608,2018-05-03,Turner-Steuber,Mazda,Mazda2,2011,Mauv,92134,Economy
3609,2022-06-10,Nitzsche Group,Porsche,911,2019,Purple,11062,Budget
3610,2019-02-07,"Davis, Boyer and Wisozk",Dodge,Caliber,2016,Green,86452,Budget
3611,2022-12-04,Dickens-Fay,Volkswagen,Passat,2020,Crimson,83474,Sports
3612,2020-03-10,"Graham, Rath and Hauck",Hyundai,Sonata,2010,Green,90331,Luxury
3613,2021-09-13,Hilll and Sons,Pontiac,Tempest,2017,Yellow,81665,Budget
3614,2020-04-28,Gulgowski and Sons,Chevrolet,Express 1500,2012,Aquamarine,89436,Economy
3615,2020-07-24,"Heaney, Kemmer and Kozey",Chevrolet,Suburban,2022,Crimson,91518,Economy
3616,2019-01-21,Pfannerstill-Jacobson,GMC,3500,2020,Purple,81697,Sports
3617,2019-03-22,"Langworth, Collier and Tromp",Honda,Prelude,2010,Pink,54142,Sports
3618,2021-03-24,Hermiston-Collier,Dodge,Grand Caravan,2022,Mauv,23900,Off-Road
3619,2020-02-29,Murphy-Torp,Lincoln,Mark VIII,2010,Fuscia,38232,Budget
3620,2022-09-30,Borer Inc,Mitsubishi,Truck,2019,Crimson,65376,Economy
3621,2019-10-24,Runte-Graham,Pontiac,Grand Prix,2011,Turquoise,87570,Luxury
3622,2021-05-01,Hayes Inc,Maybach,57,2010,Aquamarine,33929,Budget
3623,2021-02-27,Funk Inc,Porsche,911,2019,Violet,60554,Sports
3624,2020-10-26,"Koss, MacGyver and Torp",Lincoln,Town Car,2011,Pink,86357,Off-Road
3625,2020-09-17,McLaughlin-Langosh,GMC,Vandura G2500,2010,Orange,21213,Sports
3626,2021-11-26,O'Reilly LLC,Hyundai,Elantra,2012,Red,16592,Budget
3627,2019-11-13,Moen Group,Honda,Civic,2012,Indigo,34264,Sports
3628,2022-09-03,Leffler and Sons,Pontiac,Sunbird,2013,Teal,73880,Economy
3629,2018-11-26,"Beier, Gorczany and Smitham",Chevrolet,Lumina,2018,Blue,81295,Budget
3630,2018-07-21,Bartoletti and Sons,Cadillac,DeVille,2016,Green,15396,Sports
3631,2023-03-12,Christiansen-Jaskolski,Dodge,Caravan,2021,Khaki,75755,Budget
3632,2022-03-30,Prosacco-Wilkinson,Ford,Club Wagon,2013,Mauv,92224,Sports
3633,2021-12-20,McClure Inc,Chevrolet,Sportvan G30,2011,Turquoise,53492,Sports
3634,2018-09-08,"Brown, Fahey and Murphy",Chevrolet,Malibu,2016,Puce,91667,Budget
3635,2019-05-16,Sipes-Stoltenberg,Lincoln,Town Car,2010,Turquoise,28365,Budget
3636,2021-03-02,Dickinson LLC,Dodge,Grand Caravan,2022,Goldenrod,70303,Sports
3637,2021-11-12,Hilpert Group,Honda,Prelude,2015,Red,35618,Economy
3638,2020-09-01,"Bashirian, Ernser and DuBuque",Pontiac,Grand Prix,2022,Yellow,26785,Budget
3639,2021-02-27,Wuckert-Lebsack,Chrysler,Cirrus,2013,Indigo,48858,Off-Road
3640,2019-08-11,Mraz and Sons,Land Rover,Discovery,2017,Violet,35509,Off-Road
3641,2022-09-28,McKenzie-Schuster,Honda,Accord Crosstour,2011,Puce,17846,Budget
3642,2019-10-13,Kuhlman and Sons,Chevrolet,Silverado 3500,2020,Puce,81549,Sports
3643,2019-01-13,Watsica Inc,Toyota,Camry Solara,2018,Red,37503,Sports
3644,2018-02-25,"Considine, Goldner and Hoeger",GMC,Jimmy,2015,Orange,40117,Budget
3645,2021-12-02,"Fadel, Rutherford and Bergnaum",Volkswagen,Golf,2011,Aquamarine,71437,Off-Road
3646,2018-11-26,Bayer Inc,Mazda,CX-9,2023,Violet,37434,Budget
3647,2019-10-20,"Robel, Gulgowski and Stokes",Lexus,ES,2013,Green,56113,Budget
3648,2019-04-23,Reichert-Cartwright,Lamborghini,Gallardo,2010,Mauv,75874,Luxury
3649,2019-12-04,"Daniel, Kreiger and Douglas",Mitsubishi,Mighty Max,2021,Orange,28569,Off-Road
3650,2018-10-31,Weissnat and Sons,Chevrolet,Express 2500,2023,Yellow,96899,Sports
3651,2020-03-06,O'Connell-Grant,Chevrolet,Corvette,2015,Mauv,69946,Off-Road
3652,2018-05-11,Conn Group,Jaguar,S-Type,2023,Fuscia,48830,Off-Road
3653,2018-10-24,Lebsack Inc,Volvo,S40,2010,Indigo,52196,Sports
3654,2022-02-27,Marquardt-Leuschke,Cadillac,Escalade ESV,2023,Red,11843,Sports
3655,2018-06-01,Wiza-Blanda,Ford,Econoline E150,2013,Khaki,76940,Economy
3656,2021-11-12,"Bayer, Grady and Ratke",Saturn,Relay,2018,Goldenrod,28611,Off-Road
3657,2022-06-27,"Kuhn, Bode and Hodkiewicz",BMW,M5,2023,Mauv,51758,Budget
3658,2019-08-23,Schimmel-Toy,Volvo,940,2020,Blue,76911,Sports
3659,2019-01-09,Armstrong-Purdy,Lexus,ES,2014,Khaki,26710,Budget
3660,2018-11-29,Stroman-Dicki,Ford,Ranger,2011,Turquoise,85510,Budget
3661,2019-02-10,"Rath, Goyette and Hane",Volkswagen,Phaeton,2012,Turquoise,80170,Budget
3662,2019-12-22,Bauch-Marquardt,Chevrolet,Express,2011,Crimson,39310,Budget
3663,2020-03-03,"West, Lowe and Kris",Nissan,NX,2011,Goldenrod,18221,Sports
3664,2019-05-14,"Jacobson, Heller and Halvorson",Pontiac,Firebird,2014,Goldenrod,85113,Sports
3665,2020-06-19,Runte LLC,Land Rover,Defender,2012,Khaki,24174,Luxury
3666,2022-05-01,Botsford Inc,MINI,Cooper Countryman,2012,Turquoise,28726,Economy
3667,2019-12-11,Crist-Nikolaus,Infiniti,Q,2010,Aquamarine,54732,Sports
3668,2021-12-27,Roob LLC,Pontiac,Firefly,2013,Violet,36572,Budget
3669,2020-11-11,"Gutkowski, White and Bogisich",Oldsmobile,Cutlass,2016,Red,44985,Sports
3670,2021-05-27,Leuschke-Roob,Lotus,Exige,2011,Maroon,14777,Sports
3671,2022-04-08,"Harvey, Feest and Johnston",Volvo,XC70,2013,Maroon,82866,Sports
3672,2023-02-09,"Grimes, Huel and Denesik",Volvo,S70,2014,Khaki,47003,Luxury
3673,2018-07-10,McGlynn-Rowe,Mazda,929,2014,Pink,20072,Economy
3674,2022-01-22,Tromp LLC,Honda,Ridgeline,2019,Orange,50754,Off-Road
3675,2019-12-17,Metz and Sons,GMC,Savana 1500,2011,Violet,84587,Economy
3676,2023-04-24,Tremblay-McDermott,Audi,R8,2013,Mauv,93769,Luxury
3677,2020-04-18,Bode LLC,Suzuki,Swift,2023,Pink,83410,Budget
3678,2018-11-20,Torphy-Langosh,Mercedes-Benz,CLK-Class,2010,Indigo,43398,Budget
3679,2020-06-21,Rowe-Borer,Buick,Century,2012,Crimson,22422,Economy
3680,2018-02-13,Labadie Group,Toyota,Sienna,2016,Maroon,41940,Economy
3681,2019-10-23,Frami-Conroy,Subaru,Justy,2018,Pink,15000,Budget
3682,2021-12-24,Grady Group,Chevrolet,Express 3500,2020,Puce,43068,Budget
3683,2020-12-18,"Turner, Rath and Rosenbaum",Audi,Allroad,2017,Indigo,46095,Luxury
3684,2019-07-24,"Swaniawski, Kuvalis and Stamm",Volkswagen,Scirocco,2012,Green,57102,Budget
3685,2020-09-06,Hills Inc,Chevrolet,Express 1500,2011,Crimson,99024,Economy
3686,2022-09-28,Vandervort-Roberts,Mitsubishi,Montero Sport,2022,Pink,44033,Sports
3687,2018-06-21,Schulist-Ryan,Mitsubishi,Challenger,2022,Orange,88887,Economy
3688,2022-09-04,Gleichner-Yundt,Cadillac,DTS,2010,Turquoise,69056,Off-Road
3689,2020-05-30,Mosciski-Gottlieb,Jeep,Wrangler,2021,Indigo,50234,Economy
3690,2021-02-17,Sauer Group,Cadillac,Fleetwood,2012,Maroon,74244,Luxury
3691,2020-04-04,Lindgren Group,Toyota,T100,2020,Turquoise,26302,Off-Road
3692,2022-04-17,Wiza-Satterfield,Toyota,Matrix,2021,Turquoise,53619,Luxury
3693,2019-04-10,"Funk, Zieme and Krajcik",Ford,Probe,2023,Pink,48680,Sports
3694,2020-11-21,Ratke Group,Chevrolet,Cobalt SS,2018,Orange,48212,Luxury
3695,2023-01-07,Maggio-Marvin,Toyota,MR2,2021,Indigo,75832,Off-Road
3696,2018-08-22,Mayer-Swaniawski,Mitsubishi,Pajero,2022,Orange,26264,Budget
3697,2019-03-29,Miller-Moore,Nissan,Quest,2022,Maroon,14447,Sports
3698,2018-07-03,Schinner Inc,Mercedes-Benz,S-Class,2020,Goldenrod,25109,Luxury
3699,2022-09-10,Collins and Sons,Volkswagen,GLI,2022,Blue,91760,Budget
3700,2021-02-15,Russel-Casper,Lotus,Esprit,2020,Goldenrod,85709,Economy
3701,2019-12-06,"Gusikowski, Cummings and Baumbach",Nissan,Quest,2018,Blue,84284,Economy
3702,2018-04-01,Witting Inc,Toyota,Celica,2012,Purple,51953,Economy
3703,2019-05-12,Rath-Emard,Scion,tC,2012,Crimson,75018,Sports
3704,2021-01-09,Rolfson LLC,Subaru,Legacy,2010,Red,90020,Budget
3705,2018-11-15,King Group,Nissan,Altima,2023,Indigo,61215,Budget
3706,2018-06-28,Ryan Inc,Saturn,VUE,2013,Blue,42893,Off-Road
3707,2018-11-06,Weimann Inc,Dodge,Intrepid,2011,Blue,96989,Luxury
3708,2021-10-18,Okuneva-Lemke,Buick,Regal,2012,Violet,71326,Economy
3709,2018-07-13,Blanda-Gislason,Dodge,D350 Club,2013,Aquamarine,14234,Luxury
3710,2019-08-16,Pagac-Bartoletti,Cadillac,CTS,2019,Goldenrod,85019,Luxury
3711,2019-10-17,Larson Group,Aston Martin,DB9 Volante,2019,Pink,45055,Luxury
3712,2022-04-10,"Romaguera, Jakubowski and Terry",BMW,Alpina B7,2016,Pink,73282,Luxury
3713,2021-01-03,"Gottlieb, Koelpin and Crooks",Ford,F-Series,2017,Orange,98284,Off-Road
3714,2022-10-30,O'Keefe-Halvorson,Cadillac,SRX,2018,Aquamarine,60578,Economy
3715,2021-02-23,"Boehm, Borer and Zieme",Ford,Club Wagon,2012,Purple,99995,Sports
3716,2019-08-28,Bauch and Sons,Saturn,Astra,2022,Purple,67407,Economy
3717,2018-08-05,"Weber, Adams and Zemlak",Volkswagen,Passat,2011,Blue,65203,Sports
3718,2022-06-26,Upton-McGlynn,Toyota,Tacoma Xtra,2017,Khaki,44002,Luxury
3719,2023-03-25,"Runolfsson, Pfannerstill and Homenick",Chevrolet,Silverado 3500,2016,Turquoise,36440,Luxury
3720,2023-03-23,"Carroll, Kunze and Borer",Chevrolet,Express 3500,2010,Pink,31195,Economy
3721,2023-04-06,Weimann-Kulas,Infiniti,FX,2015,Teal,79750,Budget
3722,2018-04-19,"Boyle, Hudson and Connelly",Mercedes-Benz,E-Class,2016,Crimson,97189,Sports
3723,2021-11-21,Swift-Wilderman,Chevrolet,Express 2500,2016,Mauv,66094,Luxury
3724,2019-05-19,"Torp, Lynch and Jones",Nissan,Pathfinder,2015,Fuscia,27229,Off-Road
3725,2023-01-06,"Glover, Wyman and Larson",Mitsubishi,Eclipse,2010,Puce,52744,Economy
3726,2019-02-04,Skiles-Wisoky,Ford,Fusion,2010,Aquamarine,72786,Economy
3727,2019-03-24,"Moore, Schuppe and Bosco",Lotus,Esprit,2020,Maroon,46651,Luxury
3728,2022-05-31,Schoen-Langworth,GMC,Envoy,2012,Goldenrod,86279,Sports
3729,2019-09-25,Kshlerin LLC,Mercury,Cougar,2015,Red,68359,Economy
3730,2021-07-10,VonRueden and Sons,Isuzu,Oasis,2014,Pink,59028,Off-Road
3731,2023-04-26,"Mitchell, Macejkovic and Kilback",Mitsubishi,Eclipse,2011,Mauv,77086,Luxury
3732,2018-05-07,Douglas LLC,MINI,Cooper Clubman,2010,Khaki,21187,Off-Road
3733,2021-07-21,Glover-Feil,Lexus,LX,2010,Puce,73034,Sports
3734,2021-02-08,Larson-Bayer,Dodge,Ram 1500,2015,Purple,43498,Luxury
3735,2019-03-15,Bins Inc,Buick,LeSabre,2018,Violet,78973,Economy
3736,2018-10-09,"Klocko, Dibbert and Olson",Volvo,V70,2012,Goldenrod,62509,Economy
3737,2019-06-01,McClure LLC,Foose,Hemisfear,2019,Teal,62127,Off-Road
3738,2018-10-11,O'Conner and Sons,Chevrolet,Lumina,2010,Puce,71273,Sports
3739,2021-10-16,"Gerlach, Welch and Bartoletti",Ford,Crown Victoria,2010,Goldenrod,69292,Off-Road
3740,2023-03-14,Reichert Group,Cadillac,CTS-V,2013,Violet,11045,Sports
3741,2023-04-19,O'Conner and Sons,Chevrolet,Corsica,2018,Blue,98845,Economy
3742,2022-02-06,Walker LLC,Chevrolet,Express 1500,2023,Puce,55012,Budget
3743,2018-10-14,Breitenberg-Roberts,Toyota,Sienna,2017,Blue,96586,Off-Road
3744,2019-07-06,"Franecki, Conn and Torp",Porsche,Boxster,2011,Indigo,60923,Luxury
3745,2021-01-04,Treutel-Block,Chevrolet,Silverado 3500,2018,Teal,55513,Off-Road
3746,2019-12-22,Kutch Group,Pontiac,Grand Prix Turbo,2010,Teal,45095,Budget
3747,2022-07-19,"Hilll, White and Price",Acura,TSX,2015,Indigo,26679,Economy
3748,2022-02-23,Murray-Beahan,Buick,Electra,2023,Khaki,87385,Budget
3749,2019-04-10,Grant Inc,Suzuki,SJ,2021,Red,33042,Sports
3750,2021-01-28,Littel LLC,Mitsubishi,Mirage,2021,Red,40926,Luxury
3751,2022-10-07,Marvin and Sons,Mercury,Grand Marquis,2023,Crimson,51482,Off-Road
3752,2020-05-04,Reichel and Sons,Honda,Prelude,2019,Turquoise,98763,Budget
3753,2021-10-21,Gibson-Cremin,Pontiac,Sunbird,2020,Green,15751,Economy
3754,2022-12-08,"White, Pouros and Lesch",Mercedes-Benz,W201,2012,Pink,15459,Budget
3755,2020-02-23,Keeling-Watsica,Pontiac,Grand Prix,2022,Fuscia,13011,Economy
3756,2020-02-09,Wyman and Sons,Dodge,Neon,2019,Khaki,86318,Sports
3757,2021-02-24,Hackett-Keeling,GMC,Sierra 1500,2021,Blue,13892,Sports
3758,2022-04-22,Shields Group,Ford,Mustang,2012,Fuscia,91900,Off-Road
3759,2022-11-06,"Nitzsche, Collins and Kohler",Bentley,Continental,2020,Yellow,57727,Sports
3760,2020-08-24,"Medhurst, Schaden and Mayer",BMW,M6,2017,Goldenrod,70618,Budget
3761,2020-02-11,Borer LLC,Subaru,XT,2015,Mauv,43038,Sports
3762,2022-07-22,"Mertz, Dickinson and Rempel",Infiniti,I,2012,Mauv,54610,Sports
3763,2019-09-13,Wintheiser-Rempel,Toyota,MR2,2019,Crimson,93639,Sports
3764,2019-11-02,"Reichel, Macejkovic and Howe",Toyota,Highlander,2010,Mauv,85132,Economy
3765,2018-12-17,Rodriguez and Sons,Honda,CR-V,2021,Red,22484,Sports
3766,2020-07-30,"Ratke, Zieme and Goldner",Toyota,Prius,2023,Puce,53509,Luxury
3767,2020-12-18,"Bogan, Medhurst and Bashirian",Cadillac,Fleetwood,2010,Indigo,47086,Budget
3768,2018-07-11,"Volkman, Nitzsche and Brekke",Ford,E350,2015,Purple,72721,Off-Road
3769,2021-02-14,Schaden-Rutherford,Bentley,Continental Flying Spur,2011,Puce,51307,Budget
3770,2022-04-28,"King, Ziemann and Herzog",Ford,Courier,2022,Pink,23701,Economy
3771,2022-11-06,Nader-Macejkovic,Isuzu,Trooper,2011,Mauv,73404,Luxury
3772,2022-01-16,Skiles-Donnelly,BMW,5 Series,2011,Aquamarine,83770,Budget
3773,2019-05-23,Fahey Group,Volvo,S80,2012,Yellow,42311,Off-Road
3774,2022-02-15,Toy-Jakubowski,Toyota,Camry,2023,Goldenrod,59513,Sports
3775,2021-04-21,Legros Inc,Nissan,Frontier,2021,Maroon,61225,Sports
3776,2018-09-14,"Gulgowski, Quigley and O'Keefe",Ford,F350,2012,Fuscia,84153,Economy
3777,2021-08-08,Medhurst-Beer,Lincoln,Continental,2019,Purple,88604,Sports
3778,2022-11-09,"Auer, Tillman and Cruickshank",Cadillac,CTS,2011,Pink,16754,Economy
3779,2018-10-20,"Hane, Padberg and Rolfson",Isuzu,Space,2012,Red,24511,Luxury
3780,2020-02-15,Runte-Sauer,MINI,Cooper,2011,Blue,28679,Luxury
3781,2021-03-19,Harber Group,Acura,MDX,2010,Crimson,39591,Luxury
3782,2020-08-07,"Toy, Olson and Hagenes",Volvo,XC90,2016,Red,85719,Budget
3783,2019-08-30,"Ebert, Bergstrom and Leuschke",Hyundai,HED-5,2012,Violet,63933,Luxury
3784,2019-11-14,Breitenberg LLC,Kia,Sorento,2013,Yellow,98845,Budget
3785,2022-05-05,Lindgren-Jaskolski,Chevrolet,Malibu,2020,Maroon,58527,Sports
3786,2022-08-12,Weissnat Group,Dodge,Durango,2015,Mauv,98494,Sports
3787,2023-04-12,Renner Inc,Pontiac,G3,2014,Crimson,72244,Budget
3788,2020-02-09,Hammes-Emmerich,Nissan,GT-R,2011,Red,69294,Economy
3789,2021-10-10,Towne Group,Mazda,Protege,2023,Crimson,79716,Luxury
3790,2019-12-17,Jakubowski Inc,Buick,Skylark,2010,Fuscia,78766,Economy
3791,2019-08-29,"Daugherty, Gibson and Lockman",Dodge,Viper,2014,Orange,95455,Sports
3792,2021-01-31,"Senger, McLaughlin and Terry",Oldsmobile,Silhouette,2023,Aquamarine,90537,Off-Road
3793,2020-04-14,Aufderhar and Sons,Volvo,S70,2014,Crimson,42042,Budget
3794,2023-04-20,Wyman Group,Acura,RSX,2023,Turquoise,66352,Luxury
3795,2022-11-17,Gleason LLC,Saturn,S-Series,2019,Purple,80831,Budget
3796,2019-02-24,"Murray, Haag and Satterfield",Buick,Regal,2012,Mauv,83133,Budget
3797,2022-10-22,Ryan-Kassulke,Mazda,Familia,2019,Fuscia,10002,Sports
3798,2022-10-23,Nikolaus and Sons,Kia,Amanti,2010,Mauv,21449,Luxury
3799,2021-12-19,Cummerata-Ruecker,Lincoln,Continental,2013,Puce,42215,Off-Road
3800,2020-01-22,Schowalter Inc,Mercury,Mariner,2017,Crimson,30417,Sports
3801,2020-09-19,Mosciski Inc,Ford,Aspire,2012,Yellow,17191,Budget
3802,2023-01-03,Keebler-Anderson,GMC,Savana 1500,2014,Puce,19951,Budget
3803,2019-05-11,Herman and Sons,Acura,RL,2018,Khaki,82735,Economy
3804,2018-02-15,Feil and Sons,Lincoln,Town Car,2017,Fuscia,46798,Off-Road
3805,2022-07-17,"Leuschke, Hauck and Kirlin",Lamborghini,Diablo,2023,Crimson,73484,Luxury
3806,2019-09-15,Langworth LLC,Land Rover,Discovery Series II,2020,Yellow,28109,Budget
3807,2020-12-10,Mraz-Abernathy,GMC,Sierra 2500,2011,Teal,32143,Off-Road
3808,2021-02-01,Gutmann Inc,Ford,Econoline E150,2017,Khaki,98405,Economy
3809,2022-08-05,"Schaefer, Daniel and Cronin",Maserati,GranTurismo,2020,Teal,59414,Luxury
3810,2018-10-20,Kihn-Dooley,Suzuki,Daewoo Lacetti,2016,Mauv,60085,Off-Road
3811,2021-01-03,Kshlerin-Wolf,GMC,Sonoma,2021,Blue,82355,Economy
3812,2020-01-02,Little LLC,Dodge,Durango,2023,Khaki,66768,Economy
3813,2021-03-03,Cummings and Sons,Buick,Regal,2018,Khaki,63615,Luxury
3814,2020-09-17,Stamm-Rogahn,Acura,RL,2023,Violet,65355,Economy
3815,2020-02-19,"Wilkinson, Ruecker and Jakubowski",Mazda,Mazdaspeed 3,2020,Violet,68458,Economy
3816,2019-05-22,Gleichner LLC,Lotus,Esprit,2019,Pink,47642,Luxury
3817,2019-11-05,Ritchie-Cartwright,Honda,Accord,2018,Purple,28802,Luxury
3818,2021-11-09,Frami-Daugherty,Pontiac,Grand Prix,2019,Red,34952,Budget
3819,2020-05-13,Dietrich and Sons,Volkswagen,Golf III,2021,Khaki,16824,Economy
3820,2022-10-11,"Wisoky, Paucek and Morar",Chevrolet,Blazer,2014,Teal,30026,Sports
3821,2022-03-02,Kilback and Sons,Acura,NSX,2017,Pink,50067,Economy
3822,2021-08-14,Beahan and Sons,Dodge,Charger,2014,Khaki,41302,Economy
3823,2019-12-23,"Klocko, Kuhlman and Fisher",Ford,Windstar,2013,Teal,79876,Luxury
3824,2020-02-24,Hettinger-Kihn,Ford,Escort,2019,Yellow,83777,Economy
3825,2018-05-07,Bradtke-Powlowski,Infiniti,QX56,2011,Crimson,97377,Economy
3826,2019-11-16,Ward Group,Chevrolet,Avalanche 2500,2023,Green,15923,Luxury
3827,2021-06-28,Powlowski Inc,Oldsmobile,Silhouette,2013,Yellow,52551,Budget
3828,2023-03-27,"O'Kon, Labadie and Crooks",Maybach,62,2018,Violet,12359,Off-Road
3829,2020-10-10,Bode and Sons,Honda,Accord,2011,Purple,33160,Off-Road
3830,2018-03-03,Romaguera and Sons,GMC,Sierra 3500,2023,Khaki,74551,Luxury
3831,2021-12-17,Abshire Group,Isuzu,Hombre,2023,Blue,48534,Off-Road
3832,2021-01-25,"Aufderhar, Gutkowski and Jacobs",Honda,Fit,2012,Mauv,66782,Off-Road
3833,2020-04-23,Hackett-Hirthe,Chevrolet,Silverado 1500,2017,Violet,11026,Luxury
3834,2021-06-11,Macejkovic-Brakus,Ford,Bronco II,2022,Red,17918,Economy
3835,2022-11-25,Greenholt-Bernier,Buick,Riviera,2023,Aquamarine,79183,Economy
3836,2021-12-27,Windler LLC,Toyota,Tundra,2014,Crimson,57935,Budget
3837,2022-08-03,"White, Klein and Bergstrom",Pontiac,LeMans,2014,Indigo,11449,Luxury
3838,2020-06-25,Abernathy Inc,Volkswagen,Jetta,2019,Blue,96008,Budget
3839,2018-08-17,"Jerde, Wunsch and Lowe",Cadillac,SRX,2022,Red,53691,Economy
3840,2021-02-09,"Klein, McClure and Grant",GMC,Canyon,2020,Orange,62226,Luxury
3841,2018-01-09,Pfeffer Group,Mitsubishi,Mirage,2018,Yellow,53896,Budget
3842,2022-03-16,"Roob, Wunsch and Cartwright",Chevrolet,HHR,2019,Orange,91449,Luxury
3843,2022-04-28,Shields Group,Toyota,Solara,2011,Violet,29627,Economy
3844,2023-02-09,Lindgren Inc,BMW,Z8,2023,Fuscia,63637,Luxury
3845,2023-01-27,Kuhic and Sons,Toyota,RAV4,2023,Crimson,22365,Budget
3846,2022-02-09,Sanford-Frami,Mercedes-Benz,300D,2023,Crimson,18347,Sports
3847,2021-09-09,Hoppe Inc,Toyota,Corolla,2014,Aquamarine,49794,Off-Road
3848,2020-08-30,Satterfield-Kassulke,Mercury,Cougar,2018,Yellow,25769,Luxury
3849,2018-03-06,Herman-Auer,Shelby,GT500,2018,Goldenrod,94193,Economy
3850,2022-12-06,"Donnelly, Roberts and Legros",Dodge,Ram 2500,2018,Mauv,30168,Economy
3851,2021-09-17,Kuhlman-Ferry,Pontiac,Grand Prix,2019,Purple,55007,Economy
3852,2018-03-19,"Pfeffer, Jerde and Bailey",Infiniti,G,2020,Teal,15297,Luxury
3853,2021-11-06,"Franecki, Hammes and Runte",Hyundai,Tiburon,2019,Teal,52393,Sports
3854,2018-03-02,Cummings-Langosh,Kia,Rio,2020,Turquoise,49078,Budget
3855,2019-11-27,"Marquardt, Heller and Murazik",Ford,F450,2019,Crimson,39221,Luxury
3856,2019-04-08,Corkery Group,Mercedes-Benz,S-Class,2017,Maroon,88269,Sports
3857,2019-05-08,"Brekke, Larkin and Pouros",Dodge,Ram Van 3500,2011,Teal,86280,Economy
3858,2023-01-07,Gerhold LLC,Aston Martin,DBS,2016,Puce,16347,Luxury
3859,2019-12-01,Morar Inc,Pontiac,Bonneville,2011,Goldenrod,78524,Luxury
3860,2019-09-07,"Ryan, Jacobi and Dickens",Chevrolet,Corvette,2022,Fuscia,15373,Economy
3861,2019-09-08,Kertzmann-Huel,Mercury,Monterey,2016,Violet,55071,Off-Road
3862,2021-03-09,Stokes and Sons,Ford,E-350 Super Duty Van,2013,Orange,33748,Budget
3863,2023-02-27,Thiel-Kuphal,Toyota,Tacoma Xtra,2015,Purple,10378,Budget
3864,2021-11-19,"Wolff, Satterfield and Shanahan",Volkswagen,riolet,2010,Turquoise,23376,Economy
3865,2018-05-10,Walsh Inc,Plymouth,Neon,2013,Puce,87395,Budget
3866,2021-10-12,Rutherford-Considine,Ford,Bronco,2011,Maroon,58699,Luxury
3867,2019-03-01,Koelpin-Lesch,Ford,F-Series,2019,Orange,42612,Budget
3868,2018-03-25,"Leffler, Hessel and Aufderhar",Volvo,C30,2018,Purple,58948,Budget
3869,2023-05-03,Hudson-Trantow,Mitsubishi,GTO,2012,Khaki,70147,Budget
3870,2019-01-08,"Hintz, Hermiston and Ebert",Land Rover,LR2,2010,Yellow,70455,Sports
3871,2019-08-20,"Bayer, Weissnat and Reichel",GMC,Sierra 2500,2010,Goldenrod,26739,Off-Road
3872,2018-03-18,"Steuber, Herzog and Sanford",Mazda,Miata MX-5,2011,Teal,13258,Sports
3873,2022-02-25,Wiegand-Bergnaum,Hyundai,Accent,2010,Puce,46482,Off-Road
