id,date_purchased,company,car_make,car_model,car_year,car_color,purchase_price
991,2022-08-28,"Mitchell, Schultz and Fisher",Mazda,MX-3,1993,Turquoise,71559
992,2022-01-09,"Olson, Homenick and Langosh",Hyundai,Accent,2002,Fuscia,26013
993,2022-07-30,"Mueller, Willms and Marvin",Dodge,Ram Van B250,1993,Yellow,97708
994,2020-09-23,Corwin-Maggio,GMC,Sierra 1500,2003,Aquamarine,94269
995,2022-01-15,"Bernhard, Heidenreich and Harris",Chevrolet,Express 1500,1999,Yellow,66178
996,2018-05-22,"Kirlin, Collins and Herzog",Ford,Mustang,1979,Blue,68526
997,2022-10-25,Kirlin-Heller,Porsche,928,1987,Maroon,86384
998,2021-12-08,"Strosin, Hackett and Graham",Hyundai,Santa Fe,2002,Khaki,14307
999,2020-05-05,Fahey and Sons,Mercury,Mariner,2006,Indigo,76420
1000,2019-06-25,"Aufderhar, Yost and Conn",Mitsubishi,Montero,1998,Fuscia,40458
